"AreaID","Kingdom","Class","Family","ScientificName","CommonName","Superseded","NCA","EPBC","Endemicity","WetlandStatus"
"national-park-daintree","plants","land plants","Piperaceae","Piper fungiforme",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Piperaceae","Piper hederaceum var. hederaceum",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Piperaceae","Piper macropiper",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Pittosporaceae","Pittosporum rubiginosum",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Pittosporaceae","Pittosporum trilobum",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Plagiochilaceae","Plagiochila",,,,,"U",,
"national-park-daintree","plants","land plants","Plantaginaceae","Limnophila fragrans",,,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Pleuroziaceae","Pleurozia articulata",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Poaceae","Axonopus compressus",,,,,"IU",,
"national-park-daintree","plants","land plants","Poaceae","Axonopus fissifolius",,,,,"IU",,
"national-park-daintree","plants","land plants","Poaceae","Centotheca lappacea",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Poaceae","Centotheca philippinensis","creek grass",,"C",,"QI",,
"national-park-daintree","plants","land plants","Poaceae","Coelachne pulchella",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Poaceae","Cyrtococcum oxyphyllum",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Poaceae","Echinochloa colona","awnless barnyard grass",,,,"IU","I",
"national-park-daintree","plants","land plants","Poaceae","Eleusine indica","crowsfoot grass",,,,"IU",,
"national-park-daintree","plants","land plants","Poaceae","Eragrostis interrupta",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Poaceae","Eragrostis tenuifolia","elastic grass",,,,"IU",,
"national-park-daintree","plants","land plants","Poaceae","Eragrostis unioloides",,,,,"IU",,
"national-park-daintree","plants","land plants","Poaceae","Eulalia trispicata",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Poaceae","Garnotia stricta var. longiseta",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Poaceae","Hymenachne acutigluma",,,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Poaceae","Hymenachne amplexicaulis 'Olive'",,,,,"IU","I",
"national-park-daintree","plants","land plants","Poaceae","Ichnanthus pallens var. major",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Poaceae","Isachne",,,,,"U",,
"national-park-daintree","plants","land plants","Poaceae","Isachne confusa",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Poaceae","Isachne minutula",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Poaceae","Isachne sharpii",,,"E",,"Q","I",
"national-park-daintree","plants","land plants","Poaceae","Ischaemum fragile",,,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Poaceae","Ischaemum muticum",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Poaceae","Ischaemum triticeum",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Poaceae","Lophatherum gracile",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Poaceae","Mullerochloa moreheadiana",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Poaceae","Oplismenus imbecillis",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Poaceae","Oplismenus mollis",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Poaceae","Ottochloa nodosa",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Poaceae","Paspalum conjugatum","sourgrass",,,,"IU",,
"national-park-daintree","plants","land plants","Poaceae","Sacciolepis indica","Indian cupscale grass",,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Poaceae","Schizachyrium fragile","firegrass",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Poaceae","Sporobolus jacquemontii",,,,,"IU",,
"national-park-daintree","plants","land plants","Poaceae","Urochloa decumbens",,,,,"IU",,
"national-park-daintree","plants","land plants","Podocarpaceae","Podocarpus grayae",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Polygalaceae","Polygala paniculata",,,,,"IU",,
"national-park-daintree","plants","land plants","Polygalaceae","Xanthophyllum fragrans",,,"NT",,"Q",,
"national-park-daintree","plants","land plants","Polygalaceae","Xanthophyllum octandrum",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Polygonaceae","Persicaria barbata",,,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Polygonaceae","Persicaria decipiens","slender knotweed",,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Polypodiaceae","Calymmodon luerssenianus",,,"SL",,"Q",,
"national-park-daintree","plants","land plants","Polypodiaceae","Ctenopterella gordonii",,,"SL",,"Q",,
"national-park-daintree","plants","land plants","Polypodiaceae","Dendroconche ampla",,,"SL",,"Q",,
"national-park-daintree","plants","land plants","Polypodiaceae","Goniophlebium percussum",,,"SL",,"QI",,
"national-park-daintree","plants","land plants","Polypodiaceae","Grammitis stenophylla",,,"SL",,"QA",,
"national-park-daintree","plants","land plants","Polypodiaceae","Oreogrammitis queenslandica",,,"SL",,"Q",,
"national-park-daintree","plants","land plants","Polypodiaceae","Oreogrammitis reinwardtii",,,"V","V","QI",,
"national-park-daintree","plants","land plants","Polypodiaceae","Oreogrammitis wurunuran",,,"SL",,"Q",,
"national-park-daintree","plants","land plants","Polypodiaceae","Prosaptia maidenii",,,"SL",,"Q",,
"national-park-daintree","plants","land plants","Polypodiaceae","Pyrrosia longifolia",,,"SL",,"QI",,
"national-park-daintree","plants","land plants","Polypodiaceae","Scleroglossum wooroonooran",,,"SL",,"QA",,
"national-park-daintree","plants","land plants","Proteaceae","Alloxylon wickhamii",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Proteaceae","Athertonia diversifolia",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Proteaceae","Austromuellera trinervia",,,"NT",,"Q",,
"national-park-daintree","plants","land plants","Proteaceae","Banksia aquilonia",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Proteaceae","Buckinghamia ferruginiflora",,,"V",,"Q",,
"national-park-daintree","plants","land plants","Proteaceae","Cardwellia sublimis",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Proteaceae","Carnarvonia araliifolia var. araliifolia",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Proteaceae","Darlingia darlingiana",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Proteaceae","Eidothea zoexylocarya",,,"V",,"Q",,
"national-park-daintree","plants","land plants","Proteaceae","Grevillea baileyana",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Proteaceae","Helicia australasica",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Proteaceae","Helicia lewisensis",,,"V",,"Q",,
"national-park-daintree","plants","land plants","Proteaceae","Helicia nortoniana",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Proteaceae","Lomatia milnerae",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Proteaceae","Megahertzia",,,,,"U",,
"national-park-daintree","plants","land plants","Proteaceae","Megahertzia amplexicaulis",,,"NT",,"Q",,
"national-park-daintree","plants","land plants","Proteaceae","Musgravea stenostachya",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Proteaceae","Neorites kevedianus",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Proteaceae","Orites fragrans",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Proteaceae","Placospermum coriaceum",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Proteaceae","Stenocarpus cryptocarpus","giant-leaved stenocarpus",,"NT",,"Q",,
"national-park-daintree","plants","land plants","Proteaceae","Stenocarpus davallioides","fern-leaved stenocarpus",,"V",,"Q",,
"national-park-daintree","plants","land plants","Proteaceae","Stenocarpus reticulatus",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Proteaceae","Triunia montana",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Psilotaceae","Psilotum nudum","skeleton fork fern",,"SL",,"QAI",,
"national-park-daintree","plants","land plants","Pteridaceae","Acrostichum aureum","golden mangrove fern",,"SL",,"QAI",,
"national-park-daintree","plants","land plants","Pteridaceae","Acrostichum speciosum","mangrove fern",,"SL",,"QAI","I",
"national-park-daintree","plants","land plants","Pteridaceae","Adiantum diaphanum",,,"SL",,"QAI",,
"national-park-daintree","plants","land plants","Pteridaceae","Adiantum hispidulum var. hispidulum",,,"SL",,"QA",,
"national-park-daintree","plants","land plants","Pteridaceae","Antrophyum callifolium",,,"SL",,"QI",,
"national-park-daintree","plants","land plants","Pteridaceae","Taenitis pinnata","morse fern",,"SL",,"QAI",,
"national-park-daintree","plants","land plants","Putranjivaceae","Drypetes iodoformis",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Pylaisiadelphaceae","Clastobryum cuculligerum var. dimorphum",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Pylaisiadelphaceae","Taxithelium leptosigmatum",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Pylaisiadelphaceae","Taxithelium lindbergii",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Pylaisiadelphaceae","Wijkia extenuata",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Radulaceae","Radula javanica",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Radulaceae","Radula notabilis",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Radulaceae","Radula ocellata",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Restionaceae","Dapsilanthus elatior",,,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Rhamnaceae","Alphitonia oblata",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Rhamnaceae","Emmenosperma cunninghamii",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Rhamnaceae","Sageretia hamosa",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rhamnaceae","Schistocarpaea johnsonii",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rhizogoniaceae","Pyrrhobryum",,,,,"U",,
"national-park-daintree","plants","land plants","Rhizogoniaceae","Pyrrhobryum medium",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rhizogoniaceae","Pyrrhobryum paramattense",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Rhizophoraceae","Bruguiera gymnorhiza","large-fruited orange mangrove",,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Rhizophoraceae","Bruguiera parviflora",,,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Rhizophoraceae","Carallia brachiata","carallia",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Rhizophoraceae","Ceriops pseudodecandra",,,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Rhizophoraceae","Ceriops tagal","yellow mangrove",,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Rhizophoraceae","Rhizophora apiculata",,,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Rhizophoraceae","Rhizophora mucronata",,,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Rosaceae","Prunus turneriana","almondbark",,"C",,"QI",,
"national-park-daintree","plants","land plants","Rosaceae","Rubus alceifolius","giant bramble",,,,"IU",,
"national-park-daintree","plants","land plants","Rosaceae","Rubus moluccanus var. moluccanus",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Rubiaceae","Aidia cowleyi",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rubiaceae","Antirhea tenuiflora",,Y,,,"XU",,
"national-park-daintree","plants","land plants","Rubiaceae","Atractocarpus fitzalanii subsp. fitzalanii",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Rubiaceae","Atractocarpus fitzalanii subsp. tenuipes",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rubiaceae","Atractocarpus hirtus",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rubiaceae","Atractocarpus sessilis",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Rubiaceae","Coelospermum purpureum",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rubiaceae","Coffea liberica",,,,,"IU",,
"national-park-daintree","plants","land plants","Rubiaceae","Cyclophyllum multiflorum",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rubiaceae","Cyclophyllum protractum",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rubiaceae","Cyclophyllum rostellatum",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rubiaceae","Exallage lapeyrousei",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Rubiaceae","Exallage radicans",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Rubiaceae","Gardenia actinocarpa",,,"E","E","Q",,
"national-park-daintree","plants","land plants","Rubiaceae","Geophila repens",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Rubiaceae","Gynochthodes sessilis",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rubiaceae","Hedyotis novoguineensis",,,"E",,"QI",,
"national-park-daintree","plants","land plants","Rubiaceae","Ixora baileyana",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rubiaceae","Ixora biflora",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rubiaceae","Ixora queenslandica",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rubiaceae","Ixora timorensis",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Rubiaceae","Lasianthus chlorocarpus",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Rubiaceae","Leptopetalum biflorum",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Rubiaceae","Mitracarpus hirtus",,,,,"IU",,
"national-park-daintree","plants","land plants","Rubiaceae","Morinda citrifolia",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Rubiaceae","Myrmecodia beccarii",,,"V","V","Q",,
"national-park-daintree","plants","land plants","Rubiaceae","Nauclea orientalis","Leichhardt tree",,"C",,"QAI","I",
"national-park-daintree","plants","land plants","Rubiaceae","Neonauclea glabra",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Rubiaceae","Ophiorrhiza australiana subsp. australiana",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rubiaceae","Pavetta australiensis var. australiensis",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Rubiaceae","Psychotria",,,,,"U",,
"national-park-daintree","plants","land plants","Rubiaceae","Psychotria coelospermum",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Rubiaceae","Psychotria dallachiana",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rubiaceae","Psychotria sp. (Daintree NP P.I.Forster+ PIF21974)",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rubiaceae","Psychotria sp. (Danbulla S.T.Blake 15262)",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rubiaceae","Psychotria sp. (Mt Finnigan L.J.Brass 20044)",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rubiaceae","Psychotria sp. (Mt Lewis V.K.Moriarty 2445)",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rubiaceae","Psychotria submontana",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rubiaceae","Psydrax montigena",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rubiaceae","Psydrax tropica",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Rubiaceae","Randia audasii",,,"NT",,"Q",,
"national-park-daintree","plants","land plants","Rubiaceae","Rubiaceae",,,,,"U",,
"national-park-daintree","plants","land plants","Rubiaceae","Scleromitrion subulatum",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Rubiaceae","Spermacoce latifolia",,,,,"IU",,
"national-park-daintree","plants","land plants","Rubiaceae","Spermacoce prostrata",,,,,"IU",,
"national-park-daintree","plants","land plants","Rubiaceae","Spermacoce remota",,,,,"IU",,
"national-park-daintree","plants","land plants","Rubiaceae","Tarenna dallachiana subsp. dallachiana",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Rubiaceae","Timonius singularis",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rubiaceae","Timonius timon var. timon",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Rubiaceae","Uncaria lanosa var. appendiculata",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Rubiaceae","Wendlandia",,,,,"U",,
"national-park-daintree","plants","land plants","Rubiaceae","Wendlandia connata",,,"NT",,"Q",,
"national-park-daintree","plants","land plants","Rubiaceae","Wendlandia inclusa",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rutaceae","Acronychia acronychioides",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rutaceae","Acronychia acuminata",,,"NT",,"Q",,
"national-park-daintree","plants","land plants","Rutaceae","Acronychia chooreechillum",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rutaceae","Brombya platynema",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rutaceae","Citrus inodora",,,"V",,"Q",,
"national-park-daintree","plants","land plants","Rutaceae","Dinosperma stipitatum",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rutaceae","Euodia hylandii",,,"NT",,"Q",,
"national-park-daintree","plants","land plants","Rutaceae","Euodia pubifolia",,,"E",,"Q",,
"national-park-daintree","plants","land plants","Rutaceae","Flindersia bourjotiana",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rutaceae","Halfordia kendack","saffron heart",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Rutaceae","Medicosma fareana",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rutaceae","Medicosma glandulosa",,,"NT",,"Q",,
"national-park-daintree","plants","land plants","Rutaceae","Medicosma heterophylla",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rutaceae","Medicosma sessiliflora",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rutaceae","Melicope broadbentiana",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rutaceae","Melicope vitiflora","northern evodia",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Rutaceae","Melicope xanthoxyloides",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Rutaceae","Pitaviaster haplophyllus",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Rutaceae","Zieria madida","Thornton Peak stink bush",,"CR",,"Q",,
"national-park-daintree","plants","land plants","Salicaceae","Casearia costulata",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Salicaceae","Casearia dallachii",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Salicaceae","Casearia sp. (Mission Beach B.P.Hyland 773)",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Salicaceae","Homalium sp. (Johnstone River N.Michael 176)",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Salicaceae","Scolopia braunii","flintwood",,"C",,"QA",,
"national-park-daintree","plants","land plants","Santalaceae","Korthalsella brassiana",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Santalaceae","Notothixos leiophyllus",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Sapindaceae","Allophylus cobbe",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Sapindaceae","Arytera pauciflora",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Sapindaceae","Castanospora alphandii","brown tamarind",,"C",,"QA",,
"national-park-daintree","plants","land plants","Sapindaceae","Cupaniopsis diploglottoides",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Sapindaceae","Cupaniopsis foveolata","narrow-leaved tuckeroo",,"C",,"Q",,
"national-park-daintree","plants","land plants","Sapindaceae","Diploglottis bernieana",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Sapindaceae","Ganophyllum falcatum",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Sapindaceae","Harpullia arborea","Cooktown tulipwood",,"C",,"QI",,
"national-park-daintree","plants","land plants","Sapindaceae","Harpullia rhyticarpa",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Sapindaceae","Jagera madida",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Sapindaceae","Lepiderema hirsuta",,,"NT",,"Q",,
"national-park-daintree","plants","land plants","Sapindaceae","Lepiderema sericolignis",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Sapindaceae","Mischarytera megaphylla",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Sapindaceae","Mischocarpus albescens",,,"NT",,"Q",,
"national-park-daintree","plants","land plants","Sapindaceae","Mischocarpus exangulatus",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Sapindaceae","Mischocarpus lachnocarpus",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Sapindaceae","Mischocarpus montanus",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Sapindaceae","Rhysotoechia robertsonii",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Sapindaceae","Sapindaceae",,,,,"U",,
"national-park-daintree","plants","land plants","Sapindaceae","Sarcopteryx montana",,,"NT",,"Q",,
"national-park-daintree","plants","land plants","Sapindaceae","Sarcopteryx reticulata",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Sapindaceae","Sarcotoechia cuneata",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Sapindaceae","Sarcotoechia protracta",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Sapindaceae","Sarcotoechia villosa",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Sapindaceae","Synima macrophylla",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Sapindaceae","Toechima erythrocarpum",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Sapotaceae","Niemeyera discolor",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Sapotaceae","Niemeyera prunifera",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Sapotaceae","Palaquium galactoxylon",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Sapotaceae","Pleioluma brownlessiana",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Sapotaceae","Pleioluma singuliflora",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Sapotaceae","Pleioluma xerocarpa",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Sapotaceae","Van-royena castanosperma",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Schistochilaceae","Schistochila",,,,,"U",,
"national-park-daintree","plants","land plants","Schistochilaceae","Schistochila aligera",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Schistochilaceae","Schistochila cristata",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Schizaeaceae","Actinostachys digitata",,,"SL",,"QAI",,
"national-park-daintree","plants","land plants","Schizaeaceae","Schizaea dichotoma","branched comb fern",,"SL",,"QAI",,
"national-park-daintree","plants","land plants","Selaginellaceae","Selaginella australiensis",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Selaginellaceae","Selaginella longipinna",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Sematophyllaceae","Acanthorrhynchium papillatum",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Sematophyllaceae","Acroporium hyalinum",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Sematophyllaceae","Acroporium hyalinum var. hyalinum",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Sematophyllaceae","Acroporium strepsiphyllum",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Sematophyllaceae","Radulina borbonica",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Sematophyllaceae","Rhaphidorrhynchium amoenum var. amoenum",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Sematophyllaceae","Trichosteleum",,,,,"U",,
"national-park-daintree","plants","land plants","Sematophyllaceae","Warburgiella cupressinoides",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Simaroubaceae","Ailanthus integrifolia subsp. integrifolia",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Simaroubaceae","Samadera baileyana",,,"NT",,"Q",,
"national-park-daintree","plants","land plants","Smilacaceae","Smilax aculeatissima",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Smilacaceae","Smilax blumei",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Smilacaceae","Smilax glyciphylla","sweet sarsaparilla",,"C",,"QA",,
"national-park-daintree","plants","land plants","Solanaceae","Solanum intonsum",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Solanaceae","Solanum magnifolium",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Solanaceae","Solanum torvum","devil's fig",,,,"IU",,
"national-park-daintree","plants","land plants","Sorapillaceae","Sorapilla papuana",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Sparrmanniaceae","Triumfetta repens",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Stemonuraceae","Gomphandra australiana",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Sterculiaceae","Argyrodendron",,,,,"U",,
"national-park-daintree","plants","land plants","Sterculiaceae","Argyrodendron peralatum","red tulip oak",,"C",,"Q",,
"national-park-daintree","plants","land plants","Sterculiaceae","Argyrodendron sp. (Karnak P.I.Forster+ PIF10711)",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Sterculiaceae","Argyrodendron sp. (Whyanbeel B.P.Hyland RFK1106)",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Sterculiaceae","Sterculia quadrifida","peanut tree",,"C",,"QAI",,
"national-park-daintree","plants","land plants","Sterculiaceae","Sterculia sp. (Annan River L.J.Brass 20319)",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Stylidiaceae","Stylidium alsinoides",,,"SL",,"QI",,
"national-park-daintree","plants","land plants","Symplocaceae","Symplocos",,,,,"U",,
"national-park-daintree","plants","land plants","Symplocaceae","Symplocos cyanocarpa var. cyanocarpa",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Symplocaceae","Symplocos glabra",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Symplocaceae","Symplocos oresbia",,,"NT",,"Q",,
"national-park-daintree","plants","land plants","Symplocaceae","Symplocos paucistaminea",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Symplocaceae","Symplocos puberula",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Tectariaceae","Arthropteris beckleri",,,"C",,"QA",,
"national-park-daintree","plants","land plants","Tectariaceae","Arthropteris palisotii",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Tectariaceae","Tectaria confluens",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Theaceae","Camellia sinensis",,,,,"IU",,
"national-park-daintree","plants","land plants","Thelypteridaceae","Chingia australis",,,"E","E","Q",,
"national-park-daintree","plants","land plants","Thelypteridaceae","Christella parasitica",,,"SL",,"QAI",,
"national-park-daintree","plants","land plants","Thelypteridaceae","Christella queenslandica",,,"SL",,"Q",,
"national-park-daintree","plants","land plants","Thelypteridaceae","Christella subpubescens",,,"SL",,"QI",,
"national-park-daintree","plants","land plants","Thelypteridaceae","Grypothrix triphylla",,,"SL",,"QI",,
"national-park-daintree","plants","land plants","Thelypteridaceae","Sphaerostephanos heterocarpos",,,"SL",,"QI",,
"national-park-daintree","plants","land plants","Thymelaeaceae","Phaleria biflora",,,"V","V","Q",,
"national-park-daintree","plants","land plants","Thymelaeaceae","Pimelea aquilonia",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Trichocoleaceae","Trichocolea hatcheri",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Urticaceae","Pouzolzia zeylanica",,,"C",,"QAI",,
"national-park-daintree","plants","land plants","Verbenaceae","Stachytarpheta cayennensis",,,,,"IU",,
"national-park-daintree","plants","land plants","Violaceae","Rinorea bengalensis forma bengalensis",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Vitaceae","Causonis australasica",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Vitaceae","Cayratia saponaria",,,"C",,"Q",,
"national-park-daintree","plants","land plants","Vitaceae","Cissus penninervis",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Vitaceae","Cissus repens",,,"C",,"QI",,
"national-park-daintree","plants","land plants","Vitaceae","Cissus vinosa",,,"C",,"Q",,
